"route_id","agency_id","route_short_name","route_long_name","route_type","route_color","route_text_color"
"23-95B-j25-3",4,"95B","Hirschstetten Ort - Hausfeldstraße",3,"0A295D","FFFFFF"
"23-96A-j25-1",4,"96A","Schillwasserweg - Erzherzog-Karl-Straße",3,"0A295D","FFFFFF"
"23-96A-j25-2",4,"96A","Schillwasserweg - Erzherzog-Karl-Straße",3,"0A295D","FFFFFF"
"23-97A-j25-1",4,"97A","Breitenlee Schule - Aspernstraße",3,"0A295D","FFFFFF"
"23-97A-j25-24",4,"97A","Aspernstraße - Breitenlee Schule",3,"0A295D","FFFFFF"
"23-97A-j25-31",4,"97A","Aspernstraße - Breitenlee Schule",3,"0A295D","FFFFFF"
"23-98A-j25-1",4,"98A","Hirschstetten Ort - Eßling, Schippanisiedlung",3,"0A295D","FFFFFF"
"23-98A-j25-24",4,"98A","Hirschstetten Ort - Eßling, Schippanisiedlung",3,"0A295D","FFFFFF"
"23-98A-j25-31",4,"98A","Hirschstetten Ort - Eßling, Schippanisiedlung",3,"0A295D","FFFFFF"
"23-98A-j25-90",4,"98A","Hirschstetten Ort - Eßling, Schippanisiedlung",3,"0A295D","FFFFFF"
"23-99A-j25-1",4,"99A","Sestadt - Eßling Schule Baustellenfahrplan gültig von 02.07. bis vsl. September 2025",3,"0A295D","FFFFFF"
"23-99A-j25-2",4,"99A","Sestadt - Eßling Schule",3,"0A295D","FFFFFF"
"23-99A-j25-24",4,"99A","Aspern Nord - Eßling Schule",3,"0A295D","FFFFFF"
"23-99A-j25-31",4,"99A","Aspern Nord - Eßling Schule",3,"0A295D","FFFFFF"
"23-99B-j25-1",4,"99B","Seestadt - Eßling Schule Baustellenfahrplan gültig von 02.07. bis vsl. September 2025",3,"0A295D","FFFFFF"
"23-99B-j25-2",4,"99B","Aspern Nord - Eßling Schule",3,"0A295D","FFFFFF"
"23-99B-j25-24",4,"99B","Seestadt - Eßling Schule",3,"0A295D","FFFFFF"
"23-9A-j25-1",4,"9A","Meidling Hauptstraße - Bhf. Meidling",3,"0A295D","FFFFFF"
"23-9A-j25-24",4,"9A","Meidling Hauptstraße - Bhf. Meidling",3,"0A295D","FFFFFF"
"23-9A-j25-31",4,"9A","Meidling Hauptstraße - Bhf. Meidling",3,"0A295D","FFFFFF"
"24-N06-j25-1",4,"N6","Westbahnhof - Enkplatz, Grillgasse",3,"0A295D","FFFFFF"
"24-N08-j25-1",4,"N8","Handelskai - Alterlaa",3,"0A295D","FFFFFF"
"24-N20-j25-1",4,"N20","Kagraner Platz - Strebersdorf,Edmund-Hawranek-Platz",3,"0A295D","FFFFFF"
"24-N20-j25-2",4,"N20","Kagraner Platz - Strebersdorf,Edmund-Hawranek-Platz",3,"0A295D","FFFFFF"
"24-N23-j25-1",4,"N23","Kagraner Platz - Hausfeldstraße",3,"0A295D","FFFFFF"
"24-N25-j25-1",4,"N25","Schwedenplatz - Großfeldsiedlung",3,"0A295D","FFFFFF"
"24-N26-j25-1",4,"N26","Kagran - Eßling Schule",3,"0A295D","FFFFFF"
"24-N26-j25-2",4,"N26","Kagran - Eßling Schule",3,"0A295D","FFFFFF"
"24-N26-j25-91",4,"N26","Kagran - Eßling Schule",3,"0A295D","FFFFFF"
"24-N29-j25-1",4,"N29","Wittelsbachstraße - Floridsdorf",3,"0A295D","FFFFFF"
"24-N31-j25-1",4,"N31","Schwedenplatz - Stammersdorf",3,"0A295D","FFFFFF"
"24-N31-j25-2",4,"N31","Schwedenplatz - Stammersdorf",3,"0A295D","FFFFFF"
"24-N35-j25-1",4,"N35","Spittelau - Salmannsdorf",3,"0A295D","FFFFFF"
"24-N38-j25-1",4,"N38","Schottentor - Grinzing",3,"0A295D","FFFFFF"
"24-N41-j25-1",4,"N41","Schottentor - Pötzleinsdorf",3,"0A295D","FFFFFF"
"24-N43-j25-1",4,"N43","Schottentor - Neuwaldegg",3,"0A295D","FFFFFF"
"24-N46-j25-1",4,"N46","Oper/Karlsplatz - Joachimsthalerplatz",3,"0A295D","FFFFFF"
"24-N49-j25-1",4,"N49","Oper/Karlsplatz - Hütteldorf, Bujattigasse",3,"0A295D","FFFFFF"
"24-N49-j25-2",4,"N49","Oper/Karlsplatz - Hütteldorf, Bujattigasse Baustellenfahrplan",3,"0A295D","FFFFFF"
"24-N49-j25-3",4,"N49","Oper/Karlsplatz - Hütteldorf, Bujattigasse",3,"0A295D","FFFFFF"
"24-N60-j25-1",4,"N60","Oper/Karlsplatz - Rodaun",3,"0A295D","FFFFFF"
"24-N62-j25-1",4,"N62","Oper/Karlsplatz - Speising, Hermesstraße",3,"0A295D","FFFFFF"
"24-N62-j25-90",4,"N62","Oper/Karlsplatz - Speising, Hermesstraße",3,"0A295D","FFFFFF"
"24-N65-j25-1",4,"N65","Reumannplatz - Liesing Baustellenfahrplan gültig von 13.12.2023 bis voraussichtlich Mai 2025",3,"0A295D","FFFFFF"
"24-N65-j25-2",4,"N65","Reumannplatz - Liesing",3,"0A295D","FFFFFF"
"24-N65-j25-90",4,"N65","Reumannplatz - Liesing Baustellenfahrplan gültig bis voraussichtlich April 2025",3,"0A295D","FFFFFF"
"24-N66-j25-1",4,"N66","Oper/Karlsplatz - Liesing",3,"0A295D","FFFFFF"
"24-N67-j25-1",4,"N67","Quellenplatz - Inzersdorf, Großmarkt",3,"0A295D","FFFFFF"
"24-N71-j25-1",4,"N71","Oper/Karlsplatz - Kaiserebersdorf, Zinnergasse",3,"0A295D","FFFFFF"
"24-N75-j25-1",4,"N75","Oper/Karlsplatz - Gasometer",3,"0A295D","FFFFFF"
"25-25B-j25-1",4,"25B","Süßenbrunner Platz - Gerasdorf Postamt",3,"FFFFFF","000000"
"25-41A-j25-1",4,"41A","Pötzleinsdorf - Neustifter Friedhof 3.Tor",3,"FFFFFF","000000"
"25-44B-j25-1",4,"44B","Dornbach - Predigtstuhl",3,"FFFFFF","000000"
"25-49B-j25-1",4,"49B","Vorderhainbach/Augustinerwaldgasse - Hinterhainbach",3,"FFFFFF","000000"
"25-49B-j25-2",4,"49B","Vorderhainbach/Augustinerwaldgasse - Hinterhainbach",3,"FFFFFF","000000"
"25-49B-j25-3",4,"49B","Vorderhainbach/Augustinerwaldgasse - Hinterhainbach",3,"FFFFFF","000000"
"25-86A-j25-1",4,"86A","Stadlau - Breitenlee, Arnikaweg",3,"FFFFFF","000000"
"25-89A-j25-1",4,"89A","Seestadt - Invalidensiedlung Baustellenfahrplan gültig von 02.07. bis vsl. September 2025",3,"FFFFFF","000000"
"25-N17-j25-1",4,"N17","Himberger Straße - Unterlaa",3,"FFFFFF","000000"
"25-N24-F-j25-1",4,"N24","Neueßling - Kagraner Platz",3,"FFFFFF","000000"
"25-N24-W-j25-1",4,"N24","Kagraner Platz - Am Heidjöchl",3,"FFFFFF","000000"
"25-N30-j25-1",4,"N30","Floridsdorf - Neu Leopoldau",3,"FFFFFF","000000"
"25-N30-j25-2",4,"N30","Floridsdorf - Neu Leopoldau",3,"FFFFFF","000000"
"25-N30-j25-90",4,"N30","Floridsdorf - Neu Leopoldau Baustellenfahrplan gültig bis vsl. April 2025",3,"FFFFFF","000000"
"25-N30-j25-91",4,"N30","Floridsdorf - Neu Leopoldau Baustellenfahrplan gültig bis vsl. April 2025",3,"FFFFFF","000000"
"25-N30-j25-92",4,"N30","Floridsdorf - Neu Leopoldau",3,"FFFFFF","000000"
"25-N35-j25-1",4,"N35","Nußdorfer Straße - Salmannsdorf",3,"FFFFFF","000000"
"25-N36-j25-1",4,"N36","Nußdorfer Straße - Nußdorf",3,"FFFFFF","000000"
"25-N36-j25-2",4,"N36","Nußdorfer Straße - Nußdorf",3,"FFFFFF","000000"
"25-N54-j25-1",4,"N54","Westbahnhof - Ober St. Veit Haltestellenverlegung bis Juni 2025",3,"FFFFFF","000000"
"25-N54-j25-2",4,"N54","Westbahnhof - Ober St. Veit",3,"FFFFFF","000000"
"25-N61-j25-1",4,"N61","Liesing - Kalksburg, Lodererweg",3,"FFFFFF","000000"
"25-N64-j25-1",4,"N64","Alterlaa - Siebenhirten",3,"FFFFFF","000000"
"25-N68-j25-1",4,"N68","Quellenplatz - Oberlaa",3,"FFFFFF","000000"
"25-N68-j25-2",4,"N68","Quellenplatz - Oberlaa",3,"FFFFFF","000000"
"25-N81-j25-1",4,"N81","Praterstern - Praterbrücke",3,"FFFFFF","000000"
"25-N84-j25-1",4,"N84","Siegesplatz - Aspern Nord Baustellenfahrplan gültig von 02.07. bis vsl. September 2025",3,"FFFFFF","000000"
"25-N84-j25-2",4,"N84","Siegesplatz - Aspern Nord",3,"FFFFFF","000000"
"25-N90-j25-1",4,"N90","Erzherzog-Karl-Straße - Kaisermühlen-VIC",3,"FFFFFF","000000"
"25-N91-j25-1",4,"N91","Siegesplatz - Donaustadtbrücke",3,"FFFFFF","000000"
